voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
michael-lev,kansas-jayhawks,-7.112166666666667,-5.683666666666666,-3.6249333333333333,-8.9457,-7.994466666666667,-3.2582,-10.155233333333333,-9.4162,-3.3483666666666667,-7.666666666666667,-7.867
michael-lev,troy-trojans,-0.6841999999999999,0.0,-0.6841999999999999,-0.8681000000000001,0.0,-0.8681000000000001,-1.5036,0.0,-1.5036,0.0,-0.8005000000000001
mike-barber,tulane-green-wave,6.8658,-1.23105,9.6243,-1.5204499999999994,6.2915,-2.1253,-2.45945,5.385400000000001,-3.0958499999999995,11.5,1.694
mike-barber,illinois-fighting-illini,8.8119,5.5556,9.8973,-4.5161,-10.0105,-2.6846,-4.273,-10.5263,-2.1886,6.0,-3.169
mike-barber,kansas-jayhawks,-7.5893500000000005,0.9074,-8.49675,-10.66335,0.1913,-10.85465,-11.75605,-0.39985,-11.3562,-2.5,-3.4385
mike-barber,james-madison-dukes,-13.97105,-15.4524,-5.1007,-7.5486,-6.8931000000000004,-4.14315,-9.1384,-8.210049999999999,-4.8807,-15.0,-8.686
mike-barber,air-force-falcons,-3.31145,2.27275,-2.9989,-2.36595,-1.25435,-2.0119000000000002,-2.5379500000000004,-2.1739,-1.9346500000000002,0.5,-0.7885
mike-barber,minnesota-golden-gophers,14.2857,14.2857,0.0,13.7441,13.7441,0.0,4.3478,4.3478,0.0,3.0,2.9
mike-barber,troy-trojans,26.3158,0.0,26.3158,8.5334,0.0,8.5334,9.0909,0.0,9.0909,5.0,1.887
mike-berardino,alabama-crimson-tide,-43.964650000000006,-47.02155,-40.9077,-125.32095,-166.8325,-83.80940000000001,-121.03829999999999,-154.9436,-87.13295,-22.0,-54.9885
mike-berardino,ohio-state-buckeyes,-40.364599999999996,-49.479150000000004,-31.25,-130.6141,-144.23385000000002,-116.99430000000001,-133.7314,-150.2604,-117.20235,-12.5,-44.019999999999996
mike-berardino,georgia-bulldogs,36.45835,62.5,10.41665,-154.8833,-129.66665,-180.1,-143.75,-114.58335,-172.91665,6.0,-29.506999999999998
mike-berardino,michigan-wolverines,20.83335,22.91665,18.75,-65.7421,-59.2175,-72.2667,-57.1875,-44.58335,-69.79165,7.5,-28.448
mike-berardino,tcu-horned-frogs,22.4812,14.5739,25.4464,-25.6193,-1.5153,-34.6583,-23.7328,-2.5759,-31.6667,12.0,-10.496
mike-berardino,clemson-tigers,1.0606,-18.8595,24.39915,-19.79535,-46.2752,9.71245,-18.0902,-44.75035,11.3934,-2.0,-11.899000000000001
mike-berardino,oregon-ducks,-11.6248,-33.75555,10.50595,-37.25315,-53.5634,-20.94295,-36.595299999999995,-53.4919,-19.69865,-16.0,-45.695
mike-berardino,oklahoma-sooners,-10.14435,-7.4216999999999995,3.133,-43.9301,-41.9513,-5.9685,-38.09785,-36.30525,-5.89045,5.5,-17.4555
mike-berardino,tennessee-volunteers,23.0757,17.97875,27.834149999999998,-0.6152500000000005,-0.47445000000000004,-0.8683000000000005,-0.6068999999999996,-0.6914499999999997,-0.63565,13.0,-7.242000000000001
mike-berardino,usc-trojans,35.8296,61.862950000000005,11.0286,2.5386499999999987,21.0293,-4.9817,6.07315,25.64485,-3.9836,37.5,11.410999999999998
mike-berardino,oklahoma-state-cowboys,-8.89895,-4.30465,-7.577349999999999,-23.2135,-20.62025,-12.7127,-21.31295,-17.01635,-13.487400000000001,-9.0,-22.709
mike-berardino,lsu-tigers,-6.963,-1.9293,-10.13055,-26.514,-10.3719,-29.3243,-25.683100000000003,-9.5579,-28.9825,-13.5,-35.8245
mike-berardino,utah-utes,-12.5305,-1.4178,-24.151600000000002,-32.47755,-22.99015,-42.065,-30.4097,-20.27625,-40.68435,-19.5,-50.668
mike-berardino,penn-state-nittany-lions,-14.569099999999999,-8.74555,-19.2031,-40.337050000000005,-34.667899999999996,-44.4983,-40.94895,-35.85915,-44.51155,-10.5,-38.3135
mike-berardino,notre-dame-fighting-irish,2.20805,0.0509,3.95725,-15.2253,-24.40875,-9.091249999999999,-13.841999999999999,-21.537100000000002,-8.40525,2.5,-21.5415
mike-berardino,miami-fl-hurricanes,-21.3716,-21.3716,0.0,-33.75865,-33.75865,0.0,-34.92365,-34.92365,0.0,-7.5,-12.0315
mike-berardino,ole-miss-rebels,-5.34035,-0.5915999999999999,-9.484850000000002,-20.581400000000002,-18.331049999999998,-22.600250000000003,-19.8515,-15.78755,-23.4304,-7.5,-30.796
mike-berardino,kansas-state-wildcats,-24.68025,-16.582349999999998,-28.75495,-31.6497,-26.5056,-33.83,-32.1191,-25.9242,-34.872749999999996,-40.5,-47.514
mike-berardino,washington-huskies,6.27605,26.768349999999998,-6.9312000000000005,-24.9179,8.77195,-50.12135,-24.9241,11.430250000000001,-51.0143,11.5,-9.632
mike-berardino,baylor-bears,-12.6996,-12.6996,0.0,-22.9007,-22.9007,0.0,-23.6424,-23.6424,0.0,-13.0,-19.362
mike-berardino,kentucky-wildcats,-4.3148,6.8985,-34.217,-13.9417,-9.8414,-24.8759,-15.35,-10.9307,-27.1349,-14.0,-21.322
mike-berardino,michigan-state-spartans,-1.9117,-1.9117,0.0,-13.0257,-13.0257,0.0,-7.8578,-7.8578,0.0,-1.0,-4.679
mike-berardino,north-carolina-state-wolfpack,-6.3759,-5.0912,-3.5848500000000003,-15.788799999999998,-14.35175,-8.1177,-14.756499999999999,-12.32145,-9.34525,-7.5,-18.1605
mike-berardino,texas-am-aggies,6.212149999999999,6.212149999999999,0.0,-3.0943999999999994,-3.0943999999999994,0.0,-4.059150000000001,-4.059150000000001,0.0,-2.5,-3.013
mike-berardino,arkansas-razorbacks,-37.6268,-37.6268,0.0,-31.7166,-31.7166,0.0,-34.9418,-34.9418,0.0,-24.0,-20.275
mike-berardino,byu-cougars,-21.5199,-21.5199,0.0,-26.9535,-26.9535,0.0,-28.7218,-28.7218,0.0,-17.0,-19.708
mike-berardino,tulane-green-wave,3.4564,-4.3283,5.311,-4.9883500000000005,-0.67625,-5.80475,-6.1165,-0.7576,-6.80345,3.0,-6.708
mike-berardino,wake-forest-demon-deacons,10.0681,8.5756,14.5455,0.3254,-0.095,1.5866,-1.502,-2.9948,2.9762,14.0,3.336
mike-berardino,texas-longhorns,-20.2676,-6.459349999999999,-28.6846,-42.1118,-31.551949999999998,-47.99405,-41.949600000000004,-30.05295,-48.9861,-43.5,-59.3035
mike-berardino,oregon-state-beavers,-5.52745,4.16665,-6.71355,-13.04205,-4.34245,-12.96285,-14.121500000000001,-4.02405,-14.34115,-3.5,-17.375
mike-berardino,houston-cougars,-81.5934,-81.5934,0.0,-58.9835,-58.9835,0.0,-62.9121,-62.9121,0.0,-22.0,-15.9
mike-berardino,wisconsin-badgers,-22.3551,-22.3551,0.0,-27.81685,-27.81685,0.0,-29.5032,-29.5032,0.0,-10.0,-11.218
mike-berardino,mississippi-state-bulldogs,-16.3881,-21.0256,-12.91,-18.7491,-25.6681,-13.5599,-19.8872,-28.7179,-13.2641,-22.0,-23.572
mike-berardino,florida-state-seminoles,9.97205,14.83015,3.7649999999999997,-17.6586,-3.549949999999999,-25.66035,-17.52525,-6.680250000000001,-24.6062,8.5,-11.5055
mike-berardino,ucla-bruins,17.26315,37.5,7.95485,3.4364,17.186,-4.061100000000001,3.2902500000000003,18.5419,-4.49345,20.0,7.544999999999999
mike-berardino,florida-gators,13.8371,17.601,-2.0,7.198650000000001,8.963049999999999,0.0,6.94205,8.53145,0.0,6.5,4.3525
mike-berardino,ucf-knights,0.1263,0.0,0.1263,-0.0631,0.0,-0.0631,-2.9412,0.0,-2.9412,0.0,0.819
mike-berardino,illinois-fighting-illini,30.5478,27.7778,31.9328,12.2739,10.0373,13.3922,12.3413,9.5238,13.75,15.0,7.021
mike-berardino,syracuse-orange,30.3571,35.7143,25.0,14.8402,18.1666,11.5138,14.9306,18.75,11.1111,9.0,4.986
mike-berardino,north-carolina-tar-heels,23.349800000000002,3.86465,25.1433,9.09795,-1.9972,9.10955,11.5648,-0.72935,9.873949999999999,13.5,2.4000000000000004
mike-berardino,fresno-state-bulldogs,-11.8366,-17.0152,2.08335,-5.9456500000000005,-9.905,4.34785,-7.0247,-10.914449999999999,4.34785,-7.5,-3.7359999999999998
mike-berardino,purdue-boilermakers,-23.8095,-23.8095,0.0,-2.381,-2.381,0.0,-2.381,-2.381,0.0,-5.0,-0.5
mike-berardino,pittsburgh-panthers,25.8637,41.1765,-4.7619,13.3725,25.6635,-11.2095,14.7884,26.9444,-9.5238,13.0,7.388
mike-berardino,maryland-terrapins,-18.1818,-18.1818,0.0,-9.0909,-9.0909,0.0,-9.0909,-9.0909,0.0,-4.0,-2.0
mike-berardino,south-carolina-gamecocks,-19.69,-25.04985,1.411,-11.6614,-14.1536,0.5505,-11.458150000000002,-14.408900000000001,0.5435,-5.5,-2.996
mike-berardino,cincinnati-bearcats,8.1619,19.0476,5.4405,9.1017,15.3137,7.5488,8.2035,13.6364,6.8452,8.0,9.999
mike-berardino,kansas-jayhawks,2.71835,3.3181,-0.59975,4.4849499999999995,4.6652,-0.18025,3.6111,3.91305,-0.30195,0.5,1.9305
mike-berardino,washington-state-cougars,-5.7524999999999995,-5.7524999999999995,0.0,-4.66005,-4.66005,0.0,-6.1527,-6.1527,0.0,-2.5,-3.628
mike-berardino,marshall-thundering-herd,-8.3333,-8.3333,0.0,6.6667,6.6667,0.0,0.0,0.0,0.0,-2.0,1.5
mike-berardino,appalachian-state-mountaineers,-4.0,-4.0,0.0,12.3596,12.3596,0.0,8.6957,8.6957,0.0,-1.0,2.75
mike-berardino,texas-tech-red-raiders,-4.0,-4.0,0.0,6.4312000000000005,6.4312000000000005,0.0,4.1667,4.1667,0.0,-1.0,1.5
mike-vorel,tennessee-volunteers,3.4570999999999996,-2.0488,10.048449999999999,-18.47265,-20.0937,-15.30775,-18.13375,-20.217750000000002,-14.38965,4.0,-17.5795
mike-vorel,tulane-green-wave,-0.5393000000000001,-4.896100000000001,1.0835000000000001,-7.12025,1.8455000000000001,-10.3403,-8.13995,0.8706999999999998,-11.47705,-2.0,-9.974
mike-vorel,florida-state-seminoles,-3.96555,-5.0222999999999995,-3.44165,-35.83375,-27.3135,-35.43345,-36.0487,-30.76885,-34.6602,-3.5,-24.8515
mike-vorel,illinois-fighting-illini,-7.5347,-9.7594,-6.0516,-18.0881,-15.1333,-20.058,-18.1907,-16.3102,-19.4444,-6.0,-13.778
mike-vorel,syracuse-orange,-14.2676,-12.146999999999998,-11.53845,-16.5228,-14.188299999999998,-18.98075,-16.22935,-13.713750000000001,-19.23075,-5.0,-8.131
mike-vorel,kansas-jayhawks,-5.763,-7.1832,-3.125,-10.41085,-11.22095,-4.58335,-11.18835,-12.1812,-4.92425,-4.0,-6.374
mike-vorel,liberty-flames,0.3526500000000006,0.0,0.3526500000000006,-5.5843,0.0,-5.5843,-5.6364,0.0,-5.6364,0.0,-3.1964999999999995
mike-vorel,troy-trojans,-4.9762,0.0,-4.9762,-2.2964,0.0,-2.2964,-2.9292000000000002,0.0,-2.9292000000000002,-2.5,-2.267
mike-vorel,maryland-terrapins,-23.8095,0.0,-23.8095,-13.3333,0.0,-13.3333,-14.2857,0.0,-14.2857,-5.0,-2.8
mike-vorel,south-carolina-gamecocks,1.75,-2.0,3.75,3.1826499999999998,3.95605,-0.7734,3.15735,4.34785,-1.1905,1.0,0.5945
mike-vorel,duke-blue-devils,-12.1761,-4.2004,-13.36185,-13.842649999999999,-8.8839,-14.245650000000001,-14.903,-9.06415,-16.6941,-9.0,-13.597999999999999
mike-vorel,washington-state-cougars,-7.96325,-7.96325,0.0,-3.14595,-3.14595,0.0,-5.296149999999999,-5.296149999999999,0.0,-5.0,-4.4135
mike-vorel,marshall-thundering-herd,-8.3333,-8.3333,0.0,6.6667,6.6667,0.0,0.0,0.0,0.0,-2.0,1.5
mike-vorel,texas-tech-red-raiders,-6.16665,-6.16665,0.0,4.25725,4.25725,0.0,2.08335,2.08335,0.0,-1.5,1.0
mike-vorel,boise-state-broncos,-4.0,0.0,-4.0,4.1667,0.0,4.1667,0.0,0.0,0.0,-1.0,1.0
nate-mink,tulane-green-wave,-11.6392,-25.0,-9.9691,-22.1815,-15.79,-22.9805,-21.1812,-15.0,-21.9538,-18.0,-30.289
nate-mink,oregon-state-beavers,-27.942,0.0,-27.942,-29.7836,0.0,-29.7836,-32.2029,0.0,-32.2029,-19.0,-19.586
nate-mink,florida-state-seminoles,15.6678,0.0,15.6678,-2.1391,0.0,-2.1391,-0.9912,0.0,-0.9912,11.0,-1.061
nate-mink,south-carolina-gamecocks,-13.4722,0.0,-13.4722,-14.4067,0.0,-14.4067,-14.4444,0.0,-14.4444,-10.0,-10.992
nate-mink,illinois-fighting-illini,27.2176,0.0,27.2176,12.3732,0.0,12.3732,12.9167,0.0,12.9167,13.0,6.733
nate-mink,kansas-jayhawks,0.7982,0.7982,0.0,1.9559,1.9559,0.0,1.1012,1.1012,0.0,0.0,1.76
nate-mink,troy-trojans,-7.8947,0.0,-7.8947,-7.2467,0.0,-7.2467,-7.9167,0.0,-7.9167,-9.0,-7.734
nate-mink,james-madison-dukes,-4.0,-4.0,0.0,4.7968,4.7968,0.0,3.1037,3.1037,0.0,-2.0,2.276
nate-mink,south-alabama-jaguars,-4.0,0.0,-4.0,7.1444,0.0,7.1444,8.6957,0.0,8.6957,-1.0,1.667
nathan-baird,syracuse-orange,-18.7135,-16.7446,-21.6667,-31.2835,-31.2247,-31.3717,-31.3158,-30.5263,-32.5,-12.0,-20.919
nathan-baird,kansas-jayhawks,-19.6604,-23.4361,-8.3333,-19.7116,-26.2822,0.0,-20.1041,-26.8054,0.0,-13.0,-11.764
nathan-baird,illinois-fighting-illini,-9.2707,-19.5238,-5.1694,-14.8027,-25.8852,-10.3697,-14.9209,-27.1429,-10.0321,-12.0,-16.278
nathan-baird,oregon-state-beavers,-0.1286,-10.6884,4.0954,1.4416,0.9917,1.6216,-2.1876,-6.4312,-0.4902,-1.0,2.176
nathan-baird,south-carolina-gamecocks,-10.8192,-13.0435,-10.2632,-10.3003,-5.7957,-11.4265,-10.8494,-8.6957,-11.3878,-11.0,-10.325
nathan-baird,james-madison-dukes,-18.1818,-18.1818,0.0,-6.7,-6.7,0.0,-9.0909,-9.0909,0.0,-4.0,-1.474
nathan-baird,troy-trojans,-13.0435,0.0,-13.0435,-8.6957,0.0,-8.6957,-8.6957,0.0,-8.6957,-3.0,-2.0
nick-kelly,alabama-crimson-tide,-12.4132,-25.0,0.1736,-108.0872,-182.3667,-33.8078,-101.4236,-166.6667,-36.1806,-2.0,-37.174
nick-kelly,georgia-bulldogs,28.125,31.25,25.0,-149.5354,-125.6583,-173.4125,-146.875,-118.75,-175.0,5.0,-30.206
nick-kelly,tennessee-volunteers,-34.253,-29.4435,-39.0625,-86.9723,-64.042,-109.9025,-90.0321,-68.0554,-112.0089,-9.0,-31.46
nick-kelly,ohio-state-buckeyes,6.25,6.25,6.25,-64.9805,-63.7208,-66.2402,-68.125,-72.9167,-63.3333,2.0,-27.38
nick-kelly,michigan-wolverines,-7.8125,-15.625,0.0,-71.9615,-72.7188,-71.2042,-66.6667,-62.5,-70.8333,-5.0,-39.446
nick-kelly,tcu-horned-frogs,1.2341,4.5249,0.0,-46.2504,-11.2513,-59.375,-43.4704,-12.5661,-55.0595,2.0,-20.496
nick-kelly,usc-trojans,17.6215,9.3452,25.8978,-16.5394,-20.4388,-12.64,-12.4885,-16.6369,-8.3401,27.0,-14.525
nick-kelly,clemson-tigers,-1.8552,6.25,-9.9603,-42.2948,-44.7225,-39.8671,-39.3395,-42.5,-36.179,-4.0,-41.396
nick-kelly,lsu-tigers,-13.7945,-8.6957,-14.4318,-35.498,-2.0696,-39.6765,-34.2301,-4.3478,-37.9654,-15.0,-30.17
nick-kelly,utah-utes,2.8023,-10.1096,15.7143,-22.1926,-36.0758,-8.3094,-19.9485,-32.8846,-7.0124,8.0,-34.931
nick-kelly,texas-am-aggies,2.4167,2.4167,0.0,-11.9658,-11.9658,0.0,-13.0985,-13.0985,0.0,-2.0,-4.609
nick-kelly,oklahoma-sooners,6.6667,6.6667,0.0,-27.2164,-27.2164,0.0,-19.0476,-19.0476,0.0,3.0,-9.553
nick-kelly,oregon-ducks,-3.999,-2.1166,-5.8814,-21.2154,-15.0155,-27.4152,-20.6359,-13.8319,-27.4399,-9.0,-33.581
nick-kelly,notre-dame-fighting-irish,-0.0529,5.3968,-2.7778,-17.709,-20.8734,-16.1268,-15.9471,-16.2698,-15.7857,-6.0,-22.177
nick-kelly,ole-miss-rebels,-6.4187,1.1111,-15.4545,-23.2054,-18.0877,-29.3466,-21.5434,-13.3598,-31.3636,-7.0,-26.637
nick-kelly,kansas-state-wildcats,-9.2424,0.0,-12.7083,-19.1016,-8.3434,-23.1359,-19.6525,-7.549,-24.1912,-11.0,-26.209
nick-kelly,penn-state-nittany-lions,-1.7321,-13.1444,6.8272,-21.3202,-31.6151,-13.599,-22.1569,-32.2237,-14.6067,-4.0,-32.178
nick-kelly,arkansas-razorbacks,-8.0922,-8.0922,0.0,-23.4589,-23.4589,0.0,-21.8213,-21.8213,0.0,-5.0,-12.65
nick-kelly,kentucky-wildcats,-1.8236,-2.0841,0.0,-19.3783,-20.8631,-8.9842,-20.5854,-22.0224,-10.5263,-5.0,-19.474
nick-kelly,oklahoma-state-cowboys,3.6508,3.869,2.7778,-22.9439,-25.1841,-13.983,-17.9127,-18.9552,-13.7427,3.0,-21.858
nick-kelly,washington-huskies,-1.4934,-11.7949,3.6574,-15.8153,-23.3456,-12.0502,-13.6869,-18.3272,-11.3667,-2.0,-17.087
nick-kelly,baylor-bears,14.0588,14.0588,0.0,-6.5901,-6.5901,0.0,-5.9755,-5.9755,0.0,11.0,-1.991
nick-kelly,michigan-state-spartans,-0.2646,-0.2646,0.0,-19.654,-19.654,0.0,-11.25,-11.25,0.0,1.0,-5.679
nick-kelly,ucla-bruins,-6.2218,1.0695,-8.956,-23.2056,-18.3865,-25.0128,-21.5243,-16.0675,-23.5705,-9.0,-30.931
nick-kelly,tulane-green-wave,3.9937,0.0,4.4929,-5.976,7.9541,-7.7173,-4.9727,8.6957,-6.6813,6.0,-6.289
nick-kelly,north-carolina-state-wolfpack,0.8452,4.1239,-3.5263,-7.3524,-11.1587,-2.2774,-5.8914,-7.7031,-3.4759,0.0,-13.234
nick-kelly,wake-forest-demon-deacons,2.7595,5.1352,-5.5556,-5.3405,-1.4587,-18.927,-7.4403,-4.5877,-17.4242,3.0,-6.164
nick-kelly,syracuse-orange,-2.2705,-3.7778,0.744,-10.5903,-12.5378,-6.6952,-10.5156,-11.9219,-7.7031,-2.0,-9.919
nick-kelly,north-carolina-tar-heels,-1.8601,-4.1667,-1.0913,-7.976,-0.0988,-10.6018,-7.9775,-1.2352,-10.225,-2.0,-8.766
nick-kelly,byu-cougars,3.4127,3.4127,0.0,-5.2298,-5.2298,0.0,-6.4438,-6.4438,0.0,3.0,-3.708
nick-kelly,illinois-fighting-illini,0.738,0.0,0.984,-13.0276,-16.1222,-11.996,-12.7137,-16.6667,-11.396,1.0,-8.169
nick-kelly,pittsburgh-panthers,-7.3119,-7.8219,-4.7619,-9.5402,-9.2063,-11.2095,-9.8237,-9.8837,-9.5238,-7.0,-7.572
nick-kelly,miami-fl-hurricanes,6.9139,6.9139,0.0,-7.5805,-7.5805,0.0,-6.8783,-6.8783,0.0,3.0,-3.245
nick-kelly,florida-state-seminoles,11.0603,-9.5238,15.1771,-5.51,-4.081,-5.7958,-5.5322,-9.5238,-4.7339,8.0,-5.61
nick-kelly,kansas-jayhawks,-13.9259,-13.9259,0.0,-15.8728,-15.8728,0.0,-17.1296,-17.1296,0.0,-7.0,-7.24
nick-kelly,florida-gators,13.6111,13.6111,0.0,2.1931,2.1931,0.0,0.7341,0.7341,0.0,6.0,1.824
nick-kelly,mississippi-state-bulldogs,-0.0362,-1.4493,2.0833,-4.634,-5.1085,-3.9223,-5.7862,-7.6993,-2.9167,0.0,-3.772
nick-kelly,oregon-state-beavers,2.0098,0.0,2.0098,-0.4747,0.0,-0.4747,-2.5022,0.0,-2.5022,2.0,-0.253
nick-kelly,ucf-knights,0.0758,0.0,0.0758,-1.6296,0.0,-1.6296,-4.4385,0.0,-4.4385,0.0,-0.981
nick-kelly,wisconsin-badgers,0.0,0.0,0.0,-7.7876,-7.7876,0.0,-10.8187,-10.8187,0.0,0.0,-2.869
nick-kelly,liberty-flames,-2.2727,0.0,-2.2727,-9.2571,0.0,-9.2571,-9.8086,0.0,-9.8086,-1.0,-3.745
nick-kelly,troy-trojans,0.0,0.0,0.0,-9.6878,0.0,-9.6878,-10.0686,0.0,-10.0686,0.0,-3.801
nick-kelly,texas-longhorns,-3.2709,-7.8485,2.2222,0.4419,1.0587,-0.2982,-1.4443,-0.9488,-2.039,-8.0,1.365
nick-kelly,south-carolina-gamecocks,-2.8986,0.0,-2.8986,-5.7809,0.0,-5.7809,-6.6667,0.0,-6.6667,-2.0,-3.444
nick-kelly,cincinnati-bearcats,5.5231,1.6595,9.3867,3.5345,2.6796,4.3894,2.9644,1.5152,4.4137,7.0,4.704
nick-kelly,coastal-carolina-chanticleers,-5.9524,0.0,-5.9524,-5.1362,0.0,-5.1362,-7.6001,0.0,-7.6001,-4.0,-3.335
nick-kelly,minnesota-golden-gophers,-6.71,4.7619,-18.1818,-3.3878,4.2654,-11.0409,-9.0909,-4.5455,-13.6364,-3.0,-1.529
nick-kelly,utsa-roadrunners,0.0,0.0,0.0,-4.0514,0.0,-4.0514,-6.7194,0.0,-6.7194,0.0,-1.801
nick-kelly,houston-cougars,-4.3478,-4.3478,0.0,9.5238,9.5238,0.0,9.5238,9.5238,0.0,-1.0,2.0
nick-kelly,duke-blue-devils,-13.0435,0.0,-13.0435,-6.087,0.0,-6.087,-8.6957,0.0,-8.6957,-3.0,-1.4
nick-kelly,iowa-hawkeyes,-8.3333,-8.3333,0.0,10.7675,10.7675,0.0,9.0909,9.0909,0.0,-2.0,2.333
nick-kelly,james-madison-dukes,-4.0,-4.0,0.0,4.7968,4.7968,0.0,3.1037,3.1037,0.0,-2.0,2.276
nick-kelly,fresno-state-bulldogs,4.1667,0.0,4.1667,8.6957,0.0,8.6957,8.6957,0.0,8.6957,1.0,2.0
pete-martini,florida-state-seminoles,-2.5167,0.13224999999999998,2.5662499999999993,-30.53725,-18.59305,-25.26965,-32.3619,-21.99275,-29.32205,-3.5,-17.079
pete-martini,tulane-green-wave,0.7995999999999999,-4.62075,1.6574,-5.981450000000001,-2.266,-7.7049,-7.2324,-3.10245,-9.75875,0.5,-5.925
pete-martini,syracuse-orange,-8.9258,-4.2088,-23.0769,-22.845,-17.8062,-37.9615,-22.2948,-16.9059,-38.4615,-3.0,-11.262
pete-martini,illinois-fighting-illini,17.7404,16.6667,18.2773,1.0361,0.4689,1.3197,1.1111,0.0,1.6667,9.0,1.021
pete-martini,south-carolina-gamecocks,-13.4722,0.0,-13.4722,-9.9424,0.0,-9.9424,-10.6349,0.0,-10.6349,-10.0,-7.444
pete-martini,washington-state-cougars,-7.84275,-7.84275,0.0,0.3748,0.3748,0.0,-0.6883000000000004,-0.6883000000000004,0.0,-2.5,-0.4850000000000001
pete-martini,kansas-jayhawks,4.3721,5.9897,-0.25255,-1.09575,0.91645,-2.38535,-1.85185,0.0,-2.7778,2.0,-0.5505
pete-martini,troy-trojans,5.2632,0.0,5.2632,-10.565,0.0,-10.565,-10.0,0.0,-10.0,1.0,-2.113
pete-martini,texas-tech-red-raiders,-11.0909,-9.0909,-2.0,0.9187500000000002,-2.27275,3.1915,-1.3539499999999998,-4.54545,3.1915,-2.5,0.25
rece-davis,illinois-fighting-illini,-1.9986000000000002,-7.6575,4.5518,-10.235800000000001,-13.74445,-1.71885,-12.46405,-16.48845,-1.4478,0.0,-4.5009999999999994
rece-davis,oregon-state-beavers,2.2894500000000004,-2.39775,4.5106,-5.04935,-4.5023,-5.018750000000001,-6.6377500000000005,-7.82025,-6.06455,4.0,-11.724
rece-davis,kansas-jayhawks,-21.263766666666665,-19.109833333333334,-4.141666666666667,-25.292933333333334,-23.1589,-3.7545,-26.916233333333334,-24.993433333333332,-3.8527666666666662,-8.666666666666666,-9.300333333333333
rece-davis,troy-trojans,-2.30115,0.0,-2.30115,1.6305999999999998,0.0,1.6305999999999998,0.9353999999999998,0.0,0.9353999999999998,-1.0,0.04349999999999998
rece-davis,james-madison-dukes,0.53335,-4.0,3.2889,4.77085,3.0734000000000004,2.6554,3.2216,1.55185,1.94805,2.0,4.7545
rick-wright,tulane-green-wave,-3.3777,0.0,-3.3777,-19.9022,0.0,-19.9022,-17.7451,0.0,-17.7451,-3.0,-11.501
rick-wright,oregon-state-beavers,-10.867,0.0,-10.867,-14.4641,0.0,-14.4641,-16.8703,0.0,-16.8703,-7.0,-9.586
rick-wright,cincinnati-bearcats,-5.0,0.0,-5.0,-8.84,0.0,-8.84,-10.0,0.0,-10.0,-1.0,-1.768
rick-wright,coastal-carolina-chanticleers,-9.5238,0.0,-9.5238,-10.7476,0.0,-10.7476,-14.2857,0.0,-14.2857,-2.0,-2.257
rick-wright,south-carolina-gamecocks,5.0,0.0,5.0,-4.0714,0.0,-4.0714,-4.7619,0.0,-4.7619,1.0,-0.855
rick-wright,ole-miss-rebels,10.0,0.0,10.0,4.1519,0.0,4.1519,4.7619,0.0,4.7619,2.0,0.877
rick-wright,utsa-roadrunners,-2.0,0.0,-2.0,-1.3183,0.0,-1.3183,-3.525,0.0,-3.525,-1.0,-0.503
rick-wright,air-force-falcons,-18.1818,0.0,-18.1818,-9.0909,0.0,-9.0909,-9.0909,0.0,-9.0909,-4.0,-2.0
rick-wright,pittsburgh-panthers,4.5455,0.0,4.5455,-1.5391,0.0,-1.5391,0.0,0.0,0.0,1.0,-0.354
rick-wright,illinois-fighting-illini,-6.1667,0.0,-6.1667,4.2572,0.0,4.2572,4.2572,0.0,4.2572,-3.0,2.0
rick-wright,purdue-boilermakers,-8.3333,0.0,-8.3333,-3.125,0.0,-3.125,-4.1667,0.0,-4.1667,-2.0,-0.75
robbie-faulk,tennessee-volunteers,-17.2363,-16.2782,-18.1944,-55.6396,-41.9138,-69.3654,-56.5643,-43.1287,-70.0,-16.0,-38.46
robbie-faulk,kansas-state-wildcats,1.101,1.5761,0.8295,-7.3558,-1.8437,-10.5056,-8.0611,-2.0308,-11.5069,5.0,-7.744
robbie-faulk,tulane-green-wave,-1.2417,0.0,-1.2417,-13.7779,0.0,-13.7779,-12.7251,0.0,-12.7251,-1.0,-15.131
robbie-faulk,syracuse-orange,-12.8918,-8.7879,-19.0476,-25.4435,-23.2896,-28.6744,-25.2937,-22.3148,-29.7619,-6.0,-14.919
robbie-faulk,florida-state-seminoles,-1.5074,-19.7953,7.6365,-6.22,-2.6122,-8.024,-7.4772,-8.9016,-6.765,-6.0,-7.296
robbie-faulk,oregon-state-beavers,-9.9352,0.0,-9.9352,-12.6048,0.0,-12.6048,-15.0348,0.0,-15.0348,-6.0,-8.253
robbie-faulk,illinois-fighting-illini,1.4706,16.6667,-3.5948,-12.2528,0.4689,-16.4934,-11.9048,0.0,-15.873,1.0,-8.169
robbie-faulk,kansas-jayhawks,-12.6853,-12.6853,0.0,-11.1499,-11.1499,0.0,-12.0942,-12.0942,0.0,-10.0,-8.24
robbie-faulk,ucf-knights,-2.0711,0.0,-2.0711,-2.435,0.0,-2.435,-5.2778,0.0,-5.2778,-2.0,-1.512
robbie-faulk,south-carolina-gamecocks,-4.7917,0.0,-4.7917,-6.4242,0.0,-6.4242,-6.413,0.0,-6.413,-4.0,-4.992
